광고그룹 ID,네이버쇼핑 상품 ID,입찰가,노출상품명,추가홍보문구1,추가홍보문구2
grp-a001-02-000000021807488,82567718933.0,190,춘천맛집 생수500 네온간판 루미사인 앱만들기,,
grp-a001-02-000000021807497,82567718933.0,190,강화도갈만한곳 바리스타자격증 간판제작 루미사인,,
grp-a001-02-000000021807496,82567718933.0,190,경기가볼만한곳 바리스타국비지원 LED등 현 아,,
grp-a001-02-000000021807523,82567718933.0,190,하남맛집 콜라 간판종류 루미사인 주차금지표지판,,
grp-a001-02-000000021807511,82567718933.0,190,콜드브루 원두커피 간판만들기 루미사인 현판 l,,
grp-a001-02-000000009335164,81941555547.0,190,아우디Q7 카페간판 무료로고만들기 매장입구간판,,
grp-a001-02-000000021807501,81941555547.0,190,문구점 아크릴 무료로고만들기 매장입구간판 칠,,
grp-a001-02-000000021807497,81941555547.0,190,문구점 모듈수납장 포장봉투 매장입구간판 p 케,,
grp-a001-02-000000021807496,81941555547.0,190,아우디Q3 LED 무료로고만들기 매장입구간판,,
grp-a001-02-000000021807519,81941305233.0,190,제네시스G90 인테리어액자 쓸데없는선물 현 환,,
grp-a001-02-000000021807501,81941305233.0,190,벤츠S클래스 회사명판 액자프레임 매장입구 플,,
grp-a001-02-000000021807523,81941305233.0,190,제네시스G90 DIY 인테리어소품샵 매장입구,,
grp-a001-02-000000021807511,81941305233.0,190,벤츠S클래스 찬넬선반 액자레일 매장입구 팔 미,,
grp-a001-02-000000021807484,81941305233.0,190,제네시스G90 빈티지소품샵 생일파티용품 배 착,,
grp-a001-02-000000009335164,10845615862.0,190,양면테이프 다용도 건축용 가정용 시공부착용 박,,
grp-a001-02-000000021807519,10845615862.0,190,절연테이프 다용도 건축용 가정용 시공부착용 야,,
grp-a001-02-000000021807501,10845615862.0,190,방수테이프 다용도 건축용 가정용 시공부착용 박,,
grp-a001-02-000000021807511,10845615862.0,190,초강력양면테이프 다용도 건축용 가정용 종 찍,,
grp-a001-02-000000021854519,10845602397.0,190,전광판 대형분쇄기 절단용 파티션 크 디 로 멀,,
grp-a001-02-000000021807519,10845602397.0,190,도로표지판 세단기 절단용 엡손라벨테이프 타 전,,
grp-a001-02-000000021807501,10845602397.0,190,LED간판 커팅매트 절단용 절연테이프 스 디,,
grp-a001-02-000000021807488,10845602397.0,190,어닝 세절기 절단용 양면테이프 동 파 파 멀,,
grp-a001-02-000000021807496,10845602397.0,190,전광판 제단기 절단용 라벨프린터 동 강 스 p,,
grp-a001-02-000000021807511,10845602397.0,190,화장실표지판 세절기 절단용 전기테이프 동 크,,
grp-a001-02-000000009335164,10119575501.0,190,시트제거칼 배관자재 전신거울 바닥껌 찐드기제거,,
grp-a001-02-000000021854519,10119575501.0,190,시트제거칼 야채슬라이서 화장대거울 바닥껌 물,,
grp-a001-02-000000021807519,10119575501.0,190,시트제거칼 마스킹테이프 알루미늄파 바닥껌 줄,,
grp-a001-02-000000021807501,10119575501.0,190,시트제거칼 볼트너트 앙카볼트 바닥껌 찐드기제거,,
grp-a001-02-000000021807488,10119575501.0,190,시트제거칼 마스킹테이프 욕실거울 바닥껌 줄 물,,
grp-a001-02-000000021807497,10119575501.0,190,시트제거칼 엔진오일 식탁유리 바닥껌 찐드기제거,,
grp-a001-02-000000021807496,10119575501.0,190,시트제거칼 전지가위 아크릴케이스 바닥껌 코 마,,
grp-a001-02-000000021807523,10119575501.0,190,시트제거칼 컨베이어벨트 벽거울 바닥껌 f 강,,
grp-a001-02-000000021807511,10119575501.0,190,시트제거칼 파이프 알루미늄파이프 바닥껌 찐드기제거,,
grp-a001-02-000000021807519,10119555489.0,190,보영황금헤라 유리창문시트지 자동차스티커 금 욕,,
grp-a001-02-000000021807501,10119555489.0,190,보영황금헤라 후방카메라 자동차흠집제거 f 줄,,
grp-a001-02-000000021807488,10119555489.0,190,보영황금헤라 불투명유리시트지 자동차도색비용 물,,
grp-a001-02-000000021807497,10119555489.0,190,보영황금헤라 불투명유리시트지 자동차도색 b 물,,
grp-a001-02-000000021807496,10119555489.0,190,보영황금헤라 썬팅 자동차공업사 투명테이블 f,,
grp-a001-02-000000021807511,10119555489.0,190,보영황금헤라 햇빛차단테이프 자동차덴트비용 욕,,
grp-a001-02-000000021807519,10119554295.0,190,보영고급홍금헤라 거울시트지 화이트암막커튼 물,,
grp-a001-02-000000021807488,10119554295.0,190,보영고급홍금헤라 유리시트지 아일렛커튼 강 장,,
grp-a001-02-000000021807496,10119554295.0,190,보영고급홍금헤라 시트지제작 아일렛커튼 물 강,,
grp-a001-02-000000021807511,10119554295.0,190,보영고급홍금헤라 방문시트지 화이트암막커튼 장,,
grp-a001-02-000000021854519,10119485914.0,190,올양모헤라 틴팅 자동차PPF필름 코 장 물 b,,
grp-a001-02-000000021807488,10119485914.0,190,올양모헤라 햇빛차단테이프 자전거스티커 타 타,,
grp-a001-02-000000021807497,10119485914.0,190,올양모헤라 창문햇빛가리개 흡음제 강 f b b,,
grp-a001-02-000000021807496,10119485914.0,190,올양모헤라 자동차썬팅추천 자전거스티커 강 석,,
grp-a001-02-000000021854519,10119439295.0,190,시트지 썬팅전용 기스방지 방수스티커 마 타 줄,,
grp-a001-02-000000021807519,10119439295.0,190,실리콘테이프 썬팅전용 기스방지 라벨스티커 물,,
grp-a001-02-000000021807488,10119439295.0,190,웨인스코팅 썬팅전용 기스방지 다꾸스티커 장 타,,
grp-a001-02-000000021807497,10119439295.0,190,실리콘 썬팅전용 기스방지 스티커만들기 로고제작,,
grp-a001-02-000000021807511,10119439295.0,190,실리콘테이프 썬팅전용 기스방지 무점착시트지 마,,
grp-a001-02-000000021854519,10119407414.0,190,썬팅전용헤라 창문시트지 기스 전용 강 타 b,,
grp-a001-02-000000021807519,10119407414.0,190,썬팅전용헤라 시트지 기스 전용 욕 줄 코 마,,
grp-a001-02-000000021807501,10119407414.0,190,썬팅전용헤라 썬팅 기스 전용 석 장 석 장 장,,
grp-a001-02-000000021807488,10119407414.0,190,썬팅전용헤라 자동차썬팅추천 기스 전용 강 코,,
grp-a001-02-000000021807523,10119407414.0,190,썬팅전용헤라 시트지 기스 전용 욕 장 물 욕,,
grp-a001-02-000000021854519,10119406753.0,190,썬팅전용헤라 다꾸스티커 기스 시트지전용 도장,,
grp-a001-02-000000021807519,10119406753.0,190,썬팅전용헤라 스티커주문제작 기스 시트지전용 월,,
grp-a001-02-000000021807501,10119406753.0,190,썬팅전용헤라 스티커제작 기스 시트지전용 우레탄,,
grp-a001-02-000000021807488,10119406753.0,190,썬팅전용헤라 제주도소품샵 기스 시트지전용 강,,
grp-a001-02-000000021807497,10119406753.0,190,썬팅전용헤라 다꾸스티커 기스 시트지전용 강 욕,,
grp-a001-02-000000021807523,10119406753.0,190,썬팅전용헤라 시트지 기스 시전용 캠핑문패 b,,
grp-a001-02-000000009335164,10119377476.0,190,썬팅전용헤라 테슬라카페 기스 시트지전용 물 타,,
grp-a001-02-000000021854519,10119377476.0,190,썬팅전용헤라 자동차랩핑지 기스 시트지전용 줄,,
grp-a001-02-000000021807519,10119377476.0,190,썬팅전용헤라 데칼스티커 기스 시트지전용 석 금,,
grp-a001-02-000000021807501,10119377476.0,190,썬팅전용헤라 테슬라카페 기스 시트지전용 물 장,,
grp-a001-02-000000021807488,10119377476.0,190,썬팅전용헤라 자동차랩핑 기스 시트지전용 물 줄,,
grp-a001-02-000000021807497,10119377476.0,190,썬팅전용헤라 광고대행사 기스 시트지전용 강 b,,
grp-a001-02-000000021807523,10119377476.0,190,썬팅전용헤라 차량스티커 기스 시트지전용 못 강,,
